0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73
0.033771113,0.033771113,0.0,0.033816215,0.033771113,0.033925828,0.033873323,0.0,0.0,0.03376447,0.033747606,0.0,0.033751275,0.0,0.0,0.0,0.0,0.033839826,0.0,0.03374993,0.0,0.033771113,0.033771113,0.033882182,0.0,0.033771113,0.0,0.0,0.0,0.0,0.0,0.033771113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033771113,0.033771113,0.0,0.0,0.033921544,0.0,0.0,0.0,0.0,0.0,0.033771113,0.0,0.0,0.0,0.0,0.033763986,0.033905502,0.0,0.0,0.0,0.0,0.0,0.0,0.033742916,0.033771113,0.033759225,0.033771113,0.033771113,0.0,0.0,0.0,0.0,0.0
0.033771113,0.0,0.03374659,0.0,0.0,0.0,0.0,0.0,0.033771113,0.03376447,0.0,0.033771113,0.0,0.0,0.0,0.0,0.033771113,0.0,0.033771113,0.03374993,0.0,0.0,0.033771113,0.033882182,0.0,0.0,0.0,0.033771113,0.0,0.0,0.0,0.0,0.0,0.0,0.03373427,0.0,0.03375888,0.0,0.033771113,0.0,0.033849403,0.033771113,0.033771113,0.0,0.0,0.0,0.033771113,0.033771113,0.0,0.03375133,0.0,0.033771113,0.033771113,0.033771113,0.033983387,0.033771113,0.0,0.033905502,0.0,0.0,0.033771113,0.0,0.033771113,0.033771113,0.0,0.0,0.0,0.0,0.033771113,0.0,0.0,0.0,0.0,0.0
0.0,0.03377543,0.0,0.033791576,0.03377543,0.0,0.0,0.03377543,0.03377543,0.033768784,0.03375192,0.0,0.033755586,0.03375511,0.0,0.0,0.03377543,0.0,0.03377543,0.03375424,0.0,0.03377543,0.03377543,0.03385749,0.0,0.0,0.0,0.0,0.0,0.0,0.033755224,0.0,0.0,0.0,0.03373858,0.03377543,0.033763193,0.03377543,0.03377543,0.0,0.0,0.0,0.0,0.0,0.03377543,0.0,0.0,0.03377543,0.0,0.0,0.03377543,0.03377543,0.03377543,0.0,0.033958625,0.0,0.0337683,0.0,0.03377543,0.0,0.03377543,0.0,0.03377543,0.03377543,0.0,0.03377543,0.03376354,0.0,0.0,0.03376862,0.0,0.03377543,0.033759084,0.03377543
0.0,0.03377384,0.0,0.0,0.0,0.0,0.0,0.0,0.03377384,0.0,0.0,0.0,0.0,0.0,0.033736385,0.03377384,0.0,0.0,0.0,0.033742033,0.0,0.0,0.0,0.0,0.0,0.03377384,0.0,0.03377384,0.03377384,0.03377384,0.0,0.03377384,0.03386647,0.0,0.03372637,0.0,0.0,0.03377384,0.0,0.03377384,0.033852134,0.03377384,0.0,0.0,0.03377384,0.0,0.03377384,0.03377384,0.03377384,0.0,0.0,0.03377384,0.0,0.03377384,0.03398613,0.0,0.0,0.0,0.03377384,0.0,0.0,0.03377384,0.0,0.0,0.033735022,0.0,0.0,0.0,0.03377384,0.033756405,0.0,0.0,0.0,0.03377384
0.033771113,0.0,0.03374659,0.033816215,0.0,0.033925828,0.0,0.0,0.0,0.0,0.0,0.033771113,0.0,0.033750795,0.0,0.0,0.033771113,0.033839826,0.033771113,0.0,0.0,0.0,0.0,0.0,0.0,0.033771113,0.0,0.033771113,0.033771113,0.0,0.0,0.033771113,0.0,0.033743687,0.0,0.033771113,0.0,0.0,0.033771113,0.0,0.0,0.033771113,0.033771113,0.0,0.0,0.0,0.0,0.0,0.0,0.03375133,0.0,0.0,0.0,0.0,0.033983387,0.0,0.033763986,0.0,0.0,0.033756096,0.0,0.0,0.033771113,0.0,0.033742916,0.033771113,0.033759225,0.0,0.0,0.033764306,0.0,0.0,0.03375477,0.0
0.0,0.0,0.0,0.033824913,0.0,0.0,0.0,0.033779804,0.0,0.03374659,0.03371992,0.0,0.033723585,0.0,0.0,0.033779804,0.0,0.03384853,0.033779804,0.0,0.0,0.033779804,0.033779804,0.0,0.033779804,0.0,0.0,0.033779804,0.0,0.033779804,0.03372322,0.0,0.0,0.0,0.03370659,0.033779804,0.03373118,0.0,0.033779804,0.033779804,0.033858113,0.0,0.033779804,0.0,0.033779804,0.033930272,0.0,0.0,0.0,0.03372364,0.0,0.0,0.0,0.033779804,0.0,0.033779804,0.0,0.0,0.033779804,0.033728402,0.033779804,0.0,0.0,0.033779804,0.0,0.0,0.033731528,0.033779804,0.0,0.0,0.03391607,0.0,0.0,0.0
0.033777166,0.0,0.0,0.033822276,0.033777166,0.033931907,0.0,0.033777166,0.0,0.0,0.0,0.033777166,0.03373327,0.0,0.0,0.033777166,0.0,0.03384589,0.0,0.0,0.033777166,0.0,0.033777166,0.0,0.033777166,0.0,0.0,0.033777166,0.0,0.0,0.0,0.033777166,0.0,0.0,0.0,0.0,0.03374087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033777166,0.0,0.0,0.033777166,0.0,0.0,0.0,0.0,0.033777166,0.033745978,0.033911582,0.0,0.0,0.0,0.0,0.033777166,0.033777166,0.0,0.033777166,0.033741217,0.0,0.0,0.0,0.033913426,0.0,0.033736765,0.0
0.0,0.0,0.03374659,0.033816215,0.0,0.0,0.033873323,0.033771113,0.033771113,0.03376447,0.0,0.033771113,0.033751275,0.0,0.0,0.0,0.0,0.033839826,0.0,0.0,0.033771113,0.0,0.0,0.0,0.0,0.033771113,0.033771113,0.0,0.0,0.0,0.03375091,0.0,0.0,0.033743687,0.03373427,0.033771113,0.0,0.0,0.0,0.0,0.0,0.033771113,0.033771113,0.03376732,0.033771113,0.0,0.0,0.0,0.0,0.03375133,0.033771113,0.033771113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033771113,0.033771113,0.033771113,0.033742916,0.033771113,0.0,0.033771113,0.0,0.0,0.0,0.033771113,0.03375477,0.033771113
0.0,0.0,0.03374659,0.033816215,0.0,0.0,0.0,0.0,0.033771113,0.03376447,0.033747606,0.0,0.033751275,0.033750795,0.0,0.033771113,0.0,0.033839826,0.0,0.0,0.033771113,0.0,0.033771113,0.0,0.0,0.0,0.0,0.0,0.033771113,0.033771113,0.0,0.0,0.0,0.033743687,0.03373427,0.0,0.03375888,0.033771113,0.0,0.033771113,0.0,0.0,0.0,0.03376732,0.0,0.0,0.033771113,0.0,0.033771113,0.03375133,0.0,0.0,0.033771113,0.033771113,0.0,0.033771113,0.033763986,0.0,0.033771113,0.0,0.033771113,0.0,0.033771113,0.0,0.033742916,0.033771113,0.033759225,0.0,0.0,0.0,0.0,0.0,0.0,0.033771113
0.033772282,0.0,0.033747755,0.033809535,0.0,0.033919126,0.0,0.0,0.0,0.0,0.033748776,0.0,0.0,0.0,0.033745445,0.033772282,0.033772282,0.033833142,0.033772282,0.0,0.033772282,0.0,0.0,0.033875488,0.033772282,0.0,0.0,0.033772282,0.033772282,0.033772282,0.033752076,0.033772282,0.033857048,0.033744853,0.03373543,0.033772282,0.03376004,0.0,0.033772282,0.033772282,0.0,0.0,0.033772282,0.0,0.033772282,0.03391484,0.0,0.0,0.033772282,0.0,0.0,0.0,0.0,0.033772282,0.033976674,0.0,0.0,0.033898804,0.0,0.0,0.033772282,0.033772282,0.033772282,0.033772282,0.0,0.0,0.0,0.033772282,0.0,0.03376547,0.033900652,0.033772282,0.0,0.0
