date,stock_id,CostOfGoodsSold,EPS,EquityAttributableToOwnersOfParent_x,IncomeAfterTaxes,IncomeFromContinuingOperations,OtherComprehensiveIncome,Revenue,TAX,TotalConsolidatedProfitForThePeriod,CapitalStock,CapitalStock_per,CapitalSurplus,CapitalSurplus_per,CashAndCashEquivalents,CashAndCashEquivalents_per,CurrentAssets,CurrentAssets_per,Equity,EquityAttributableToOwnersOfParent_y,EquityAttributableToOwnersOfParent_per,Equity_per,NoncurrentAssets,NoncurrentAssets_per,NoncurrentLiabilities,NoncurrentLiabilities_per,OrdinaryShare,OrdinaryShare_per,OtherCurrentLiabilities,OtherCurrentLiabilities_per,OtherEquityInterest,OtherEquityInterest_per,RetainedEarnings,RetainedEarnings_per,TotalAssets,TotalAssets_per,CashBalancesBeginningOfPeriod,CashBalancesEndOfPeriod,CashBalancesIncrease,CashFlowsFromOperatingActivities,CashProvidedByInvestingActivities,CashReceivedThroughOperations,Depreciation,IncomeBeforeIncomeTaxFromContinuingOperations,NetIncomeBeforeTax,PayTheInterest,PropertyAndPlantAndEquipment,sharpe_ratio
2013-05-16,2347.TW,71255844000.0,0.63,992674000.0,1043105000.0,1043105000.0,1217821000.0,73636807000.0,109135000.0,2260926000.0,15866579000.0,14.18,14139316000.0,12.64,13812816000.0,12.35,90868997000.0,81.24,43894609000.0,43186973000.0,38.61,39.24,20988474000.0,18.76,342152000.0,0.31,15866579000.0,14.18,5384927000.0,4.81,101650000.0,0.09,13282728000.0,11.87,111857471000.0,100.0,12994012000.0,13812816000.0,818804000.0,1226015000.0,-178024000.0,1489088000.0,-90022000.0,1152240000.0,1152240000.0,-91729000.0,-266879000.0,
2013-08-15,2347.TW,75890454000.0,0.97,1544592000.0,1572288000.0,1572288000.0,-954690000.0,78779789000.0,368804000.0,617598000.0,15868889000.0,13.46,14161600000.0,12.01,11502842000.0,9.76,96385655000.0,81.75,41367044000.0,40654429000.0,34.48,35.08,21519933000.0,18.25,519201000.0,0.44,15868889000.0,13.46,5212596000.0,4.42,1029602000.0,0.87,11653542000.0,9.88,117905588000.0,100.0,12994012000.0,11502842000.0,-1491170000.0,-4437358000.0,-559349000.0,-3819474000.0,175181000.0,3093332000.0,3093332000.0,-204706000.0,-753997000.0,-0.03344105662891282
2013-11-15,2347.TW,82904930000.0,0.88,1394540000.0,1413847000.0,1413847000.0,-794195000.0,85751917000.0,229039000.0,619652000.0,15875699000.0,13.19,14172667000.0,11.77,10464557000.0,8.69,98550684000.0,81.87,41992740000.0,41358603000.0,34.36,34.88,21827914000.0,18.13,432495000.0,0.36,15875699000.0,13.19,5227004000.0,4.34,1737845000.0,1.44,13048082000.0,10.84,120378598000.0,100.0,12994012000.0,10464557000.0,-2529455000.0,-4383360000.0,-945018000.0,-3573439000.0,258515000.0,4736218000.0,4736218000.0,-353253000.0,-1371626000.0,0.055515338148379376
2014-04-01,2347.TW,89149748000.0,0.84,1342189000.0,1403268000.0,1403268000.0,-58821000.0,92091240000.0,252338000.0,1344447000.0,15885209000.0,12.76,14264632000.0,11.46,11469901000.0,9.22,102131124000.0,82.06,43348394000.0,42583863000.0,34.22,34.83,22323533000.0,17.94,442186000.0,0.36,15885209000.0,12.76,5274005000.0,4.24,1965775000.0,1.58,14399797000.0,11.57,124454657000.0,100.0,12994012000.0,11469901000.0,-1524111000.0,3552069000.0,-2649695000.0,4452549000.0,463246000.0,6391824000.0,6391824000.0,-506594000.0,-1758224000.0,0.07446076217243472
2014-05-16,2347.TW,75544802000.0,0.63,994192000.0,1045375000.0,1045375000.0,1332848000.0,78150572000.0,135846000.0,2378223000.0,15885209000.0,12.22,14345810000.0,11.03,11999640000.0,9.23,106736081000.0,82.08,45807795000.0,45039020000.0,34.64,35.23,23295251000.0,17.92,596778000.0,0.46,15885209000.0,12.22,333704000.0,0.26,585988000.0,0.45,15393989000.0,11.84,130031332000.0,100.0,11469901000.0,11999640000.0,529739000.0,-1899868000.0,-349859000.0,-1739116000.0,83198000.0,1181221000.0,1181221000.0,-155561000.0,-316233000.0,-0.059082906469991925
2014-08-15,2347.TW,75151950000.0,0.72,1149730000.0,1214289000.0,1214289000.0,-866734000.0,77931683000.0,218860000.0,347555000.0,15885209000.0,12.73,14370185000.0,11.52,13466847000.0,10.79,102516830000.0,82.17,41731865000.0,40975006000.0,32.84,33.45,22238771000.0,17.83,607656000.0,0.49,15885209000.0,12.73,355761000.0,0.29,1376247000.0,1.1,12095859000.0,9.7,124755601000.0,100.0,11469901000.0,13466847000.0,1996946000.0,-2345384000.0,291219000.0,-1853977000.0,144172000.0,2614370000.0,2614370000.0,-335265000.0,-694798000.0,-0.0494493370313582
2014-11-15,2347.TW,87532557000.0,0.94,1495465000.0,1549509000.0,1549509000.0,-12405000.0,90713904000.0,366015000.0,1537104000.0,15885209000.0,11.77,14362298000.0,10.64,19900237000.0,14.74,112128582000.0,83.07,43261082000.0,42460018000.0,31.46,32.05,22855550000.0,16.93,6711349000.0,4.97,15885209000.0,11.77,369549000.0,0.27,1378813000.0,1.02,13591324000.0,10.07,134984132000.0,100.0,11469901000.0,19900237000.0,8430336000.0,3521839000.0,406484000.0,4007628000.0,218140000.0,4529894000.0,4529894000.0,-522295000.0,-714066000.0,-0.022684401184822626
2015-04-01,2347.TW,81778100000.0,0.87,1384712000.0,1446023000.0,1446023000.0,1531997000.0,84736435000.0,241316000.0,2978020000.0,15885209000.0,11.62,14331857000.0,10.49,22632188000.0,16.56,112531529000.0,82.33,46208661000.0,45326826000.0,33.16,33.81,24155808000.0,17.67,4711326000.0,3.45,15885209000.0,11.62,324661000.0,0.24,123889000.0,0.09,14985871000.0,10.96,136687337000.0,100.0,11469901000.0,22632188000.0,11162287000.0,5025724000.0,-49616000.0,5791656000.0,288546000.0,6217233000.0,6217233000.0,-733169000.0,-984195000.0,-0.019938211000233134
2015-05-16,2347.TW,67525757000.0,0.73,1156797000.0,1210400000.0,1210400000.0,-1640317000.0,70236826000.0,133293000.0,-429917000.0,15885209000.0,11.89,14340466000.0,10.74,25432942000.0,19.04,108871322000.0,81.52,45787353000.0,44908230000.0,33.63,34.28,24684649000.0,18.48,4575617000.0,3.43,15885209000.0,11.89,409966000.0,0.31,1460113000.0,1.09,16142668000.0,12.09,133555971000.0,100.0,22632188000.0,25432942000.0,2800754000.0,5093487000.0,-395869000.0,5374970000.0,92802000.0,1343693000.0,1343693000.0,-185591000.0,-417948000.0,0.06278899038996771
2015-08-15,2347.TW,70579639000.0,0.82,1300182000.0,1369177000.0,1369177000.0,-803514000.0,73178379000.0,306475000.0,565663000.0,15885209000.0,11.91,14334877000.0,10.74,24527510000.0,18.38,108886103000.0,81.61,41105308000.0,40189189000.0,30.12,30.81,24534160000.0,18.39,4486754000.0,3.36,15885209000.0,11.91,227254000.0,0.17,2231628000.0,1.67,12200731000.0,9.14,133420263000.0,100.0,22632188000.0,24527510000.0,1895322000.0,3209696000.0,-837304000.0,3779885000.0,157326000.0,3019345000.0,3019345000.0,-374895000.0,-667869000.0,-0.07839887365449265
