date,stock_id,CostOfGoodsSold,EPS,EquityAttributableToOwnersOfParent_x,IncomeAfterTaxes,IncomeFromContinuingOperations,OtherComprehensiveIncome,Revenue,TAX,TotalConsolidatedProfitForThePeriod,CapitalStock,CapitalStock_per,CapitalSurplus,CapitalSurplus_per,CashAndCashEquivalents,CashAndCashEquivalents_per,CurrentAssets,CurrentAssets_per,Equity,EquityAttributableToOwnersOfParent_y,EquityAttributableToOwnersOfParent_per,Equity_per,NoncurrentAssets,NoncurrentAssets_per,NoncurrentLiabilities,NoncurrentLiabilities_per,OrdinaryShare,OrdinaryShare_per,OtherCurrentLiabilities,OtherCurrentLiabilities_per,OtherEquityInterest,OtherEquityInterest_per,RetainedEarnings,RetainedEarnings_per,TotalAssets,TotalAssets_per,CashBalancesBeginningOfPeriod,CashBalancesEndOfPeriod,CashBalancesIncrease,CashFlowsFromOperatingActivities,CashProvidedByInvestingActivities,CashReceivedThroughOperations,Depreciation,IncomeBeforeIncomeTaxFromContinuingOperations,NetIncomeBeforeTax,PayTheInterest,PropertyAndPlantAndEquipment,sharpe_ratio
2013-05-16,8046.TW,6803736000.0,-0.59,-384460000.0,-384460000.0,-384460000.0,661281000.0,6542451000.0,-64257000.0,276821000.0,6461655000.0,15.63,21838065000.0,52.81,3728548000.0,9.02,19838277000.0,47.97,32671960000.0,32671960000.0,79.0,79.0,21516115000.0,52.03,3807894000.0,9.21,6461655000.0,15.63,949241000.0,2.3,1429576000.0,3.46,5801816000.0,14.03,41354392000.0,100.0,3956722000.0,3728548000.0,-228174000.0,371696000.0,-787271000.0,407446000.0,775204000.0,-448717000.0,-448717000.0,-5654000.0,-418449000.0,
2013-08-15,8046.TW,7690756000.0,-0.32,-203015000.0,-203015000.0,-203015000.0,1094901000.0,7769926000.0,-3034000.0,891886000.0,6461655000.0,15.01,21833338000.0,50.72,3244684000.0,7.54,21660530000.0,50.32,33559119000.0,33559119000.0,77.96,77.96,21386541000.0,49.68,3584826000.0,8.33,6461655000.0,15.01,1232061000.0,2.86,334675000.0,0.78,5598801000.0,13.01,43047071000.0,100.0,3956722000.0,3244684000.0,-712038000.0,523387000.0,-1337403000.0,577709000.0,1510317000.0,-654766000.0,-654766000.0,-13898000.0,-801367000.0,0.0021037465007333086
2013-11-15,8046.TW,8838845000.0,-0.1,-65070000.0,-65070000.0,-65070000.0,169544000.0,9265882000.0,55916000.0,104474000.0,6461655000.0,15.22,21902761000.0,51.59,2035612000.0,4.79,21456802000.0,50.54,33733016000.0,33733016000.0,79.46,79.46,20996397000.0,49.46,3424217000.0,8.07,6461655000.0,15.22,677113000.0,1.59,165131000.0,0.39,5533731000.0,13.03,42453199000.0,100.0,3956722000.0,2035612000.0,-1921110000.0,185452000.0,-1184122000.0,203404000.0,2251603000.0,-663920000.0,-663920000.0,-20027000.0,-1255603000.0,0.04848706402841262
2014-04-01,8046.TW,8609029000.0,-0.28,-183670000.0,-183670000.0,-183670000.0,941336000.0,8773318000.0,95693000.0,757666000.0,6461655000.0,14.87,21910181000.0,50.41,3653692000.0,8.41,22433667000.0,51.61,34498102000.0,34498102000.0,79.37,79.37,21033798000.0,48.39,3819714000.0,8.79,6461655000.0,14.87,648881000.0,1.49,776205000.0,1.79,5350061000.0,12.31,43467465000.0,100.0,3956722000.0,3653692000.0,-303030000.0,1038795000.0,-995777000.0,1103933000.0,2999930000.0,-751897000.0,-751897000.0,-21413000.0,-1867529000.0,0.03356476543450559
2014-05-16,8046.TW,7636806000.0,0.02,10039000.0,10039000.0,10039000.0,107325000.0,7844438000.0,21003000.0,117364000.0,6461655000.0,14.99,21916582000.0,50.83,5753845000.0,13.35,22523439000.0,52.24,34621867000.0,34621867000.0,80.3,80.3,20591466000.0,47.76,3604869000.0,8.36,6461655000.0,14.99,669864000.0,1.55,883530000.0,2.05,5360100000.0,12.43,43114905000.0,100.0,3653692000.0,5753845000.0,2100153000.0,1156963000.0,1236212000.0,1185233000.0,746885000.0,31202000.0,31202000.0,-5653000.0,-196241000.0,0.28340559066882287
2014-08-15,8046.TW,8725304000.0,1.29,835395000.0,835395000.0,835395000.0,2679537000.0,9524340000.0,247431000.0,3514932000.0,6461655000.0,13.53,21916582000.0,45.88,6270813000.0,13.13,27938257000.0,58.48,38136799000.0,38136799000.0,79.83,79.83,19834380000.0,41.52,3790909000.0,7.94,6461655000.0,13.53,698121000.0,1.46,3563067000.0,7.46,6195495000.0,12.97,47772637000.0,100.0,3653692000.0,6270813000.0,2617121000.0,1687792000.0,1058009000.0,1719128000.0,1497692000.0,1114188000.0,1114188000.0,-13086000.0,-487996000.0,0.09430941108609285
2014-11-15,8046.TW,8655605000.0,0.75,482926000.0,482926000.0,482926000.0,-866887000.0,9250677000.0,67509000.0,-383961000.0,6461655000.0,13.77,21916582000.0,46.69,6371808000.0,13.58,27253250000.0,58.06,37752838000.0,37752838000.0,80.43,80.43,19683727000.0,41.94,3832273000.0,8.16,6461655000.0,13.77,696577000.0,1.48,2696180000.0,5.74,6678421000.0,14.23,46936977000.0,100.0,3653692000.0,6371808000.0,2718116000.0,2112495000.0,843910000.0,2038404000.0,2200630000.0,1664783000.0,1664783000.0,-20293000.0,-881467000.0,-0.13512562203834871
2015-04-01,8046.TW,8090456000.0,0.44,286411000.0,286411000.0,286411000.0,591915000.0,8348067000.0,46723000.0,878326000.0,6461655000.0,13.5,21916582000.0,45.8,4952303000.0,10.35,28224774000.0,58.98,38631164000.0,38631164000.0,80.73,80.73,19629362000.0,41.02,4208184000.0,8.79,6461655000.0,13.5,698997000.0,1.46,3288095000.0,6.87,6964832000.0,14.55,47854136000.0,100.0,3653692000.0,4952303000.0,1298611000.0,3970230000.0,-2609856000.0,3998708000.0,2894470000.0,1998078000.0,1998078000.0,-26180000.0,-1096504000.0,0.15256001766142166
2015-05-16,8046.TW,7308568000.0,0.87,563431000.0,563431000.0,563431000.0,-972768000.0,8035658000.0,85603000.0,-409337000.0,6461655000.0,13.76,21916582000.0,46.67,8292813000.0,17.66,27948063000.0,59.52,38118988000.0,38118988000.0,81.18,81.18,19010351000.0,40.48,4240584000.0,9.03,6461655000.0,13.76,701172000.0,1.49,2315327000.0,4.93,7425424000.0,15.81,46958414000.0,100.0,4952303000.0,8292813000.0,3340510000.0,853472000.0,2689634000.0,838552000.0,674804000.0,649034000.0,649034000.0,-3131000.0,-233477000.0,0.14031629853472471
2015-08-15,8046.TW,7291767000.0,-0.05,-31741000.0,-31741000.0,-31741000.0,-1109775000.0,7686102000.0,74886000.0,-1141516000.0,6461655000.0,14.02,21916582000.0,47.54,9321811000.0,20.22,27367413000.0,59.36,36137457000.0,36137457000.0,78.38,78.38,18737517000.0,40.64,4545994000.0,9.86,6461655000.0,14.02,732425000.0,1.59,1205552000.0,2.61,6553668000.0,14.21,46104930000.0,100.0,4952303000.0,9321811000.0,4369508000.0,1928367000.0,2482594000.0,2046913000.0,1329580000.0,692179000.0,692179000.0,-6570000.0,-666699000.0,-0.404547632717185
