date,stock_id,CostOfGoodsSold,EPS,EquityAttributableToOwnersOfParent_x,IncomeAfterTaxes,IncomeFromContinuingOperations,OtherComprehensiveIncome,Revenue,TAX,TotalConsolidatedProfitForThePeriod,CapitalStock,CapitalStock_per,CapitalSurplus,CapitalSurplus_per,CashAndCashEquivalents,CashAndCashEquivalents_per,CurrentAssets,CurrentAssets_per,Equity,EquityAttributableToOwnersOfParent_y,EquityAttributableToOwnersOfParent_per,Equity_per,NoncurrentAssets,NoncurrentAssets_per,NoncurrentLiabilities,NoncurrentLiabilities_per,OrdinaryShare,OrdinaryShare_per,OtherCurrentLiabilities,OtherCurrentLiabilities_per,OtherEquityInterest,OtherEquityInterest_per,RetainedEarnings,RetainedEarnings_per,TotalAssets,TotalAssets_per,CashBalancesBeginningOfPeriod,CashBalancesEndOfPeriod,CashBalancesIncrease,CashFlowsFromOperatingActivities,CashProvidedByInvestingActivities,CashReceivedThroughOperations,Depreciation,IncomeBeforeIncomeTaxFromContinuingOperations,NetIncomeBeforeTax,PayTheInterest,PropertyAndPlantAndEquipment,sharpe_ratio
2013-05-16,2382.TW,189516730000.0,1.16,4454155000.0,4641962000.0,4641962000.0,1277653000.0,197515778000.0,1364688000.0,5919615000.0,38503189000.0,7.3,13753077000.0,2.61,196651585000.0,37.3,463484558000.0,87.92,133595657000.0,125896839000.0,23.88,25.34,63689794000.0,12.08,21589313000.0,4.1,38500184000.0,7.3,30091768000.0,5.71,6111440000.0,1.16,80085107000.0,15.19,527174352000.0,100.0,187508850000.0,196651585000.0,9142735000.0,22257249000.0,-5150728000.0,21668798000.0,1531415000.0,6006650000.0,6006650000.0,-724225000.0,-490175000.0,
2013-08-15,2382.TW,182071230000.0,1.05,4023097000.0,4084926000.0,4084926000.0,-1312696000.0,191003771000.0,1539628000.0,2772230000.0,38542584000.0,7.79,13855310000.0,2.8,186047364000.0,37.59,432490904000.0,87.39,121092482000.0,113568228000.0,22.95,24.47,62387182000.0,12.61,22394414000.0,4.53,38542584000.0,7.79,21962732000.0,4.44,7187743000.0,1.45,68691171000.0,13.88,494878086000.0,100.0,187508850000.0,186047364000.0,-1461486000.0,46834390000.0,-9944227000.0,48796902000.0,3083926000.0,11631204000.0,11631204000.0,-1521633000.0,-1475279000.0,0.0594842100903753
2013-11-15,2382.TW,210438929000.0,1.21,4653310000.0,4801828000.0,4801828000.0,-292239000.0,220317939000.0,1350561000.0,4509589000.0,38553444000.0,7.03,13876838000.0,2.53,220804788000.0,40.24,487827264000.0,88.9,125634459000.0,118001987000.0,21.5,22.89,60937669000.0,11.1,34111353000.0,6.22,38553444000.0,7.03,21573374000.0,3.93,7439682000.0,1.36,73344481000.0,13.37,548764933000.0,100.0,187508850000.0,220804788000.0,33295938000.0,60861826000.0,-720900000.0,61549664000.0,4575901000.0,17783593000.0,17783593000.0,-1636606000.0,-1975136000.0,0.06504149613240395
2014-04-01,2382.TW,261070606000.0,1.42,5487440000.0,5580831000.0,5580831000.0,-343162000.0,271564466000.0,852973000.0,5237669000.0,38626274000.0,6.92,14018710000.0,2.51,207448269000.0,37.17,496426129000.0,88.95,131086830000.0,123302011000.0,22.09,23.49,61659110000.0,11.05,34289341000.0,6.14,38626274000.0,6.92,19782961000.0,3.54,7781048000.0,1.39,78771169000.0,14.11,558085239000.0,100.0,187508850000.0,207448269000.0,19939419000.0,48334098000.0,-4585917000.0,49440018000.0,5981555000.0,24217397000.0,24217397000.0,-2102364000.0,-2204293000.0,0.15363391871270837
2014-05-16,2382.TW,207127143000.0,1.21,4675156000.0,4851801000.0,4851801000.0,1138112000.0,215869719000.0,1298015000.0,5989913000.0,38626274000.0,7.03,14018709000.0,2.55,226183548000.0,41.19,487442049000.0,88.78,137076742000.0,129073554000.0,23.51,24.97,61619719000.0,11.22,34378018000.0,6.26,38626274000.0,7.03,25188306000.0,4.59,6684660000.0,1.22,83446325000.0,15.2,549061768000.0,100.0,207448269000.0,226183548000.0,18735279000.0,15802906000.0,-5677999000.0,14964246000.0,1375343000.0,6149816000.0,6149816000.0,-663836000.0,-829323000.0,-0.020698392201801426
2014-08-15,2382.TW,203892557000.0,1.06,4067083000.0,4232203000.0,4232203000.0,-296764000.0,214468525000.0,1460375000.0,3935439000.0,38626274000.0,7.02,14030035000.0,2.55,206805950000.0,37.58,490268083000.0,89.09,126345293000.0,118848553000.0,21.6,22.96,60025823000.0,10.91,24477187000.0,4.45,38626274000.0,7.02,35743601000.0,6.5,6310086000.0,1.15,72835424000.0,13.24,550293906000.0,100.0,207448269000.0,206805950000.0,-642319000.0,14002744000.0,-8645275000.0,13267913000.0,2753668000.0,11842394000.0,11842394000.0,-1080283000.0,-1573604000.0,0.11863278794768663
2014-11-15,2382.TW,233336827000.0,1.23,4732465000.0,4762579000.0,4762579000.0,696133000.0,244332767000.0,1365617000.0,5458712000.0,38626274000.0,6.97,14030035000.0,2.53,188392816000.0,33.98,493641571000.0,89.03,131804005000.0,124237513000.0,22.41,23.77,60848355000.0,10.97,24485012000.0,4.42,38626274000.0,6.97,38346113000.0,6.92,5653591000.0,1.02,77567889000.0,13.99,554489926000.0,100.0,207448269000.0,188392816000.0,-19055453000.0,20633024000.0,1812338000.0,18660985000.0,4119325000.0,17970590000.0,17970590000.0,-1784441000.0,-2575096000.0,-0.14284152003523495
2015-04-01,2382.TW,240153013000.0,1.4,5409692000.0,5389437000.0,5389437000.0,2886424000.0,251650296000.0,1001038000.0,8275861000.0,38626274000.0,6.35,14030642000.0,2.31,222057452000.0,36.53,541068023000.0,89.02,140080096000.0,132362477000.0,21.78,23.05,66746699000.0,10.98,25737997000.0,4.23,38626274000.0,6.35,42263584000.0,6.95,2941161000.0,0.48,82979816000.0,13.65,607814722000.0,100.0,207448269000.0,222057452000.0,14609183000.0,5437403000.0,-10236664000.0,5025591000.0,5537047000.0,24361065000.0,24361065000.0,-2813439000.0,-7310308000.0,0.05380964448814778
2015-05-16,2382.TW,194769614000.0,0.95,3672301000.0,3578131000.0,3578131000.0,-483743000.0,205193392000.0,900212000.0,3094388000.0,38626274000.0,6.61,14030642000.0,2.4,213749600000.0,36.56,518192316000.0,88.64,143174484000.0,135571558000.0,23.19,24.49,66404353000.0,11.36,14700267000.0,2.51,38626274000.0,6.61,53606736000.0,9.17,3404380000.0,0.58,86652116000.0,14.82,584596669000.0,100.0,222057452000.0,213749600000.0,-8307852000.0,-8610280000.0,-2820622000.0,-8871515000.0,1628776000.0,4478343000.0,4478343000.0,-903143000.0,-2587673000.0,0.09949189929129335
2015-08-15,2382.TW,240037893000.0,0.88,3373486000.0,3434423000.0,3434423000.0,-1356372000.0,251009059000.0,1528224000.0,2078051000.0,38626274000.0,6.42,14042566000.0,2.33,196061278000.0,32.6,537011073000.0,89.28,129148067000.0,122175356000.0,20.31,21.47,64484050000.0,10.72,19583846000.0,3.26,38626274000.0,6.42,28042497000.0,4.66,4735482000.0,0.79,74575092000.0,12.4,601495123000.0,100.0,222057452000.0,196061278000.0,-25996174000.0,-9803792000.0,-4653078000.0,-7120617000.0,3213709000.0,9440990000.0,9440990000.0,-1292938000.0,-3347726000.0,-0.20510107542864905
2015-11-15,2382.TW,264128799000.0,1.51,5830723000.0,5741308000.0,5741308000.0,619080000.0,275897237000.0,1368695000.0,6360388000.0,38626274000.0,6.62,14042566000.0,2.41,121783061000.0,20.89,519520527000.0,89.1,135508455000.0,128435311000.0,22.03,23.24,63547136000.0,10.9,18447499000.0,3.16,38626274000.0,6.62,41156334000.0,7.06,4306250000.0,0.74,80405815000.0,13.79,583067663000.0,100.0,222057452000.0,121783061000.0,-100274391000.0,-7802661000.0,-20164640000.0,-5531693000.0,4804983000.0,16550993000.0,16550993000.0,-1895589000.0,-4127453000.0,-0.07254513900014803
2016-04-01,2382.TW,261891737000.0,1.28,4950621000.0,4995810000.0,4995810000.0,-418581000.0,275157692000.0,1156685000.0,4577229000.0,38626274000.0,7.27,14042566000.0,2.64,132738687000.0,24.97,470481843000.0,88.51,140085684000.0,132742309000.0,24.97,26.35,61092376000.0,11.49,22513209000.0,4.24,38626274000.0,7.27,39889145000.0,7.5,4423795000.0,0.83,84830358000.0,15.96,531574219000.0,100.0,222057452000.0,132738687000.0,-89318765000.0,-35591000.0,-26749483000.0,3334105000.0,6389972000.0,22703488000.0,22703488000.0,-2320116000.0,-4963060000.0,0.04527755899607372
2016-05-16,2382.TW,187531601000.0,0.94,3617170000.0,3645190000.0,3645190000.0,-781700000.0,197362829000.0,687663000.0,2863490000.0,38626274000.0,7.04,14042566000.0,2.56,230817436000.0,42.06,489965217000.0,89.29,142949174000.0,135640214000.0,24.72,26.05,58757166000.0,10.71,22114162000.0,4.03,38626274000.0,7.04,38905955000.0,7.09,5143060000.0,0.94,88447528000.0,16.12,548722383000.0,100.0,132738687000.0,230817436000.0,98078749000.0,49311947000.0,6246520000.0,49382559000.0,1642594000.0,4332853000.0,4332853000.0,-537415000.0,-1260941000.0,-0.05941276167726183
2016-08-15,2382.TW,196787573000.0,0.91,3500031000.0,3574943000.0,3574943000.0,337180000.0,207674826000.0,1463508000.0,3912123000.0,38626274000.0,6.97,14053893000.0,2.54,231041570000.0,41.68,496583898000.0,89.58,131662200000.0,124801399000.0,22.51,23.75,57773918000.0,10.42,8268647000.0,1.49,38626274000.0,6.97,32135576000.0,5.8,4738348000.0,0.85,77192674000.0,13.92,554357816000.0,100.0,132738687000.0,231041570000.0,98302883000.0,48806294000.0,12392344000.0,53361986000.0,3232756000.0,9371304000.0,9371304000.0,-959548000.0,-2545658000.0,0.15930387877442168
2016-11-15,2382.TW,211353284000.0,1.02,3955957000.0,4012842000.0,4012842000.0,-745549000.0,223699397000.0,913418000.0,3267293000.0,38626274000.0,6.69,14053893000.0,2.43,240322586000.0,41.59,521455127000.0,90.25,134869380000.0,128082235000.0,22.17,23.34,56313572000.0,9.75,20192759000.0,3.49,38626274000.0,6.69,32130282000.0,5.56,5413466000.0,0.94,81148628000.0,14.05,577768699000.0,100.0,132738687000.0,240322586000.0,107583899000.0,63815306000.0,12168260000.0,68292825000.0,4782440000.0,14297564000.0,14297564000.0,-1522181000.0,-3617213000.0,-0.030415008135711307
