date,stock_id,CostOfGoodsSold,EPS,EquityAttributableToOwnersOfParent_x,IncomeAfterTaxes,IncomeFromContinuingOperations,OtherComprehensiveIncome,Revenue,TAX,TotalConsolidatedProfitForThePeriod,CapitalStock,CapitalStock_per,CapitalSurplus,CapitalSurplus_per,CashAndCashEquivalents,CashAndCashEquivalents_per,CurrentAssets,CurrentAssets_per,Equity,EquityAttributableToOwnersOfParent_y,EquityAttributableToOwnersOfParent_per,Equity_per,NoncurrentAssets,NoncurrentAssets_per,NoncurrentLiabilities,NoncurrentLiabilities_per,OrdinaryShare,OrdinaryShare_per,OtherCurrentLiabilities,OtherCurrentLiabilities_per,OtherEquityInterest,OtherEquityInterest_per,RetainedEarnings,RetainedEarnings_per,TotalAssets,TotalAssets_per,CashBalancesBeginningOfPeriod,CashBalancesEndOfPeriod,CashBalancesIncrease,CashFlowsFromOperatingActivities,CashProvidedByInvestingActivities,CashReceivedThroughOperations,Depreciation,IncomeBeforeIncomeTaxFromContinuingOperations,NetIncomeBeforeTax,PayTheInterest,PropertyAndPlantAndEquipment,sharpe_ratio
2013-05-16,2618.TW,26933547000.0,-0.28,-917015000.0,-775895000.0,-775895000.0,98034000.0,29080135000.0,85939000.0,-677861000.0,32589450000.0,21.26,1723602000.0,1.12,19129190000.0,12.48,43480775000.0,28.36,38706940000.0,34563634000.0,22.54,25.25,109834852000.0,71.64,75010140000.0,48.93,32589450000.0,21.26,22798138000.0,14.87,727879000.0,0.47,978461000.0,0.64,153315627000.0,100.0,22083330000.0,19129190000.0,-2954140000.0,2882487000.0,-3042055000.0,2888761000.0,2713245000.0,-689956000.0,-689956000.0,-444557000.0,-921541000.0,
2013-08-15,2618.TW,27140777000.0,-0.06,-178700000.0,-65673000.0,-65673000.0,-296246000.0,30295700000.0,192383000.0,-361919000.0,32589450000.0,20.72,1723602000.0,1.1,23780326000.0,15.12,48326118000.0,30.72,38217727000.0,34068633000.0,21.66,24.3,108974798000.0,69.28,77121641000.0,49.03,32589450000.0,20.72,24922659000.0,15.84,1044180000.0,0.66,799761000.0,0.51,157300916000.0,100.0,22083330000.0,23780326000.0,1696996000.0,7591951000.0,-4969529000.0,7853604000.0,5383141000.0,-563246000.0,-563246000.0,-829017000.0,-2465530000.0,-0.029149907480464178
2013-11-15,2618.TW,28560530000.0,0.55,1770802000.0,1932077000.0,1932077000.0,190572000.0,33244731000.0,110330000.0,2122649000.0,32589450000.0,21.12,1723602000.0,1.12,23132830000.0,14.99,46599176000.0,30.2,40339843000.0,36038363000.0,23.35,26.14,107710834000.0,69.8,75426483000.0,48.88,32589450000.0,21.12,23928756000.0,15.51,845252000.0,0.55,2570563000.0,1.67,154310010000.0,100.0,22083330000.0,23132830000.0,1049500000.0,11443123000.0,-6499902000.0,11885589000.0,8033273000.0,1479161000.0,1479161000.0,-1257143000.0,-3266196000.0,-0.016914681601488468
2014-04-01,2618.TW,28561865000.0,0.02,72363000.0,189216000.0,189216000.0,-271700000.0,31543885000.0,171961000.0,-82484000.0,32589450000.0,21.34,1723602000.0,1.13,24898172000.0,16.3,46119654000.0,30.2,40257361000.0,35838033000.0,23.47,26.36,106603280000.0,69.8,73725345000.0,48.27,32589450000.0,21.34,23507662000.0,15.39,750259000.0,0.49,2275240000.0,1.49,152722934000.0,100.0,22083330000.0,24898172000.0,2814842000.0,17251945000.0,-8174961000.0,17703658000.0,10723866000.0,1840338000.0,1840338000.0,-1529839000.0,-5113301000.0,-0.0953035428821664
2014-05-16,2618.TW,28296846000.0,-0.28,-909831000.0,-781121000.0,-781121000.0,64443000.0,30392098000.0,152183000.0,-716678000.0,32589450000.0,21.56,1723602000.0,1.14,23732281000.0,15.7,45566482000.0,30.15,39537477000.0,34980465000.0,23.14,26.16,105587167000.0,69.85,72027152000.0,47.65,32589450000.0,21.56,25120257000.0,16.62,697996000.0,0.46,1365409000.0,0.9,151153649000.0,100.0,24898172000.0,23732281000.0,-1165891000.0,789302000.0,-1191216000.0,799103000.0,2713701000.0,-628938000.0,-628938000.0,-313821000.0,-686289000.0,0.020281778864162932
2014-08-15,2618.TW,28450888000.0,0.04,120480000.0,237519000.0,237519000.0,222166000.0,31938491000.0,258899000.0,459685000.0,32589450000.0,20.23,1723602000.0,1.07,21936441000.0,13.62,44069719000.0,27.36,39841350000.0,35324980000.0,21.93,24.73,117014594000.0,72.64,78486183000.0,48.72,32589450000.0,20.23,27458837000.0,17.05,473961000.0,0.29,1485889000.0,0.92,161084313000.0,100.0,24898172000.0,21936441000.0,-2961731000.0,7044507000.0,-15144493000.0,7314481000.0,5501272000.0,-132520000.0,-132520000.0,-775593000.0,-17606409000.0,-0.08557801341457263
2014-11-15,2618.TW,31319024000.0,0.06,198131000.0,338646000.0,338646000.0,924853000.0,35820040000.0,215720000.0,1263499000.0,32589450000.0,19.66,1723602000.0,1.04,25156515000.0,15.17,48298492000.0,29.13,41630568000.0,36446472000.0,21.98,25.11,117485892000.0,70.87,77857776000.0,46.96,32589450000.0,19.66,30887534000.0,18.63,449400000.0,0.27,1684020000.0,1.02,165784384000.0,100.0,24898172000.0,25156515000.0,258343000.0,10679181000.0,-17138568000.0,11133833000.0,8485861000.0,421846000.0,421846000.0,-1192670000.0,-18596795000.0,0.27617883099903906
2015-04-01,2618.TW,32774250000.0,-0.22,-715504000.0,-584962000.0,-584962000.0,-1879170000.0,34939379000.0,212061000.0,-2464132000.0,32776017000.0,19.56,2047602000.0,1.22,27144950000.0,16.2,50095894000.0,29.9,39677001000.0,34391884000.0,20.53,23.68,117464306000.0,70.1,76530416000.0,45.67,32589450000.0,19.45,32695322000.0,19.51,1171147000.0,0.7,739412000.0,0.44,167560200000.0,100.0,24898172000.0,27144950000.0,2246778000.0,15033803000.0,-19058135000.0,15530667000.0,11422313000.0,48945000.0,48945000.0,-1476102000.0,-16193270000.0,0.11320816575018129
2015-05-16,2618.TW,28078377000.0,0.55,2012361000.0,2141433000.0,2141433000.0,331399000.0,33374491000.0,129482000.0,2472832000.0,38589450000.0,20.83,6247874000.0,3.37,40004593000.0,21.59,62634122000.0,33.8,52149016000.0,46751078000.0,25.23,28.14,122668285000.0,66.2,80575812000.0,43.48,38589450000.0,20.83,33904539000.0,18.3,838019000.0,0.45,2751773000.0,1.49,185302407000.0,100.0,27144950000.0,40004593000.0,12859643000.0,7687283000.0,-5210994000.0,7709266000.0,3020746000.0,2270915000.0,2270915000.0,-359574000.0,-458308000.0,-0.0832454734440935
2015-08-15,2618.TW,27778711000.0,0.42,1641890000.0,1758269000.0,1758269000.0,778531000.0,32686440000.0,174898000.0,2536800000.0,38589450000.0,20.62,6237027000.0,3.33,32382010000.0,17.3,54736670000.0,29.25,54586223000.0,49174474000.0,26.28,29.17,132396844000.0,70.75,78214455000.0,41.8,38589450000.0,20.62,37650841000.0,20.12,56513000.0,0.03,4404510000.0,2.35,187133514000.0,100.0,27144950000.0,32382010000.0,5237060000.0,16490753000.0,-18297976000.0,16791978000.0,6110651000.0,4204082000.0,4204082000.0,-939226000.0,-14612044000.0,0.06411568249814528
