date,stock_id,CostOfGoodsSold,EPS,EquityAttributableToOwnersOfParent_x,IncomeAfterTaxes,IncomeFromContinuingOperations,OtherComprehensiveIncome,Revenue,TAX,TotalConsolidatedProfitForThePeriod,CapitalStock,CapitalStock_per,CapitalSurplus,CapitalSurplus_per,CashAndCashEquivalents,CashAndCashEquivalents_per,CurrentAssets,CurrentAssets_per,Equity,EquityAttributableToOwnersOfParent_y,EquityAttributableToOwnersOfParent_per,Equity_per,NoncurrentAssets,NoncurrentAssets_per,NoncurrentLiabilities,NoncurrentLiabilities_per,OrdinaryShare,OrdinaryShare_per,OtherCurrentLiabilities,OtherCurrentLiabilities_per,OtherEquityInterest,OtherEquityInterest_per,RetainedEarnings,RetainedEarnings_per,TotalAssets,TotalAssets_per,CashBalancesBeginningOfPeriod,CashBalancesEndOfPeriod,CashBalancesIncrease,CashFlowsFromOperatingActivities,CashProvidedByInvestingActivities,CashReceivedThroughOperations,Depreciation,IncomeBeforeIncomeTaxFromContinuingOperations,NetIncomeBeforeTax,PayTheInterest,PropertyAndPlantAndEquipment,sharpe_ratio
2013-05-16,3702.TW,82347642000.0,0.63,1039983000.0,1040260000.0,1040260000.0,1023623000.0,86563382000.0,234608000.0,2063883000.0,16557092000.0,13.24,14937606000.0,11.95,7729821000.0,6.18,110943731000.0,88.73,40143622000.0,40089034000.0,32.06,32.1,14098369000.0,11.27,6710217000.0,5.37,16557092000.0,13.24,1716829000.0,1.37,1924899000.0,1.54,10519235000.0,8.41,125042100000.0,100.0,8872178000.0,7729821000.0,-1142357000.0,-1163301000.0,-507529000.0,-935321000.0,55725000.0,1274868000.0,1274868000.0,-179985000.0,-784226000.0,
2013-08-15,3702.TW,95841038000.0,0.83,1377398000.0,1378073000.0,1378073000.0,222662000.0,100651207000.0,324715000.0,1600735000.0,16557092000.0,12.52,14937634000.0,11.3,8426736000.0,6.37,117947461000.0,89.19,37769916000.0,37714341000.0,28.52,28.56,14291311000.0,10.81,6523766000.0,4.93,16557092000.0,12.52,1313452000.0,0.99,1703315000.0,1.29,7922930000.0,5.99,132238772000.0,100.0,8872178000.0,8426736000.0,-445442000.0,-4494756000.0,-151490000.0,-3768880000.0,111892000.0,2977656000.0,2977656000.0,-353154000.0,-921376000.0,0.028527998986117915
2013-11-15,3702.TW,102749168000.0,0.81,1333663000.0,1334858000.0,1334858000.0,-523433000.0,107756563000.0,266155000.0,811425000.0,16557092000.0,12.05,14937620000.0,10.87,8310171000.0,6.05,122978530000.0,89.47,38581348000.0,38525350000.0,28.03,28.07,14474985000.0,10.53,4601997000.0,3.35,16557092000.0,12.05,4106760000.0,2.99,2225955000.0,1.62,9256593000.0,6.73,137453515000.0,100.0,8872178000.0,8310171000.0,-562007000.0,-6116989000.0,-411419000.0,-4919878000.0,170563000.0,4578669000.0,4578669000.0,-556442000.0,-1065652000.0,-0.057642703708160804
2014-04-01,3702.TW,106779870000.0,0.6,1005262000.0,1006541000.0,1006541000.0,334576000.0,111284879000.0,221175000.0,1341117000.0,16557092000.0,12.25,14951793000.0,11.07,9458603000.0,7.0,120776978000.0,89.39,39936638000.0,39878926000.0,29.52,29.56,14328863000.0,10.61,4027244000.0,2.98,16557092000.0,12.25,4645833000.0,3.44,1937752000.0,1.43,10307793000.0,7.63,135105841000.0,100.0,8872178000.0,9458603000.0,586425000.0,-4709343000.0,-80381000.0,-2924639000.0,233829000.0,5806385000.0,5806385000.0,-785612000.0,-1147503000.0,0.13254846400376952
2014-05-16,3702.TW,97534464000.0,0.84,1396047000.0,1395543000.0,1395543000.0,969865000.0,102341579000.0,336642000.0,2365408000.0,16557092000.0,11.68,14951793000.0,10.55,10078211000.0,7.11,127272342000.0,89.77,42299472000.0,42243528000.0,29.79,29.83,14510461000.0,10.23,5160797000.0,3.64,16557092000.0,11.68,4028736000.0,2.84,969197000.0,0.68,11703840000.0,8.25,141782803000.0,100.0,9458603000.0,10078211000.0,619608000.0,-1709278000.0,-269079000.0,-1408859000.0,67939000.0,1732185000.0,1732185000.0,-242740000.0,-27097000.0,0.14183975102929555
2014-08-15,3702.TW,108399767000.0,0.92,1510537000.0,1512079000.0,1512079000.0,-976616000.0,113705833000.0,367652000.0,535463000.0,16557092000.0,11.45,14952880000.0,10.34,9644501000.0,6.67,130277840000.0,90.12,39027891000.0,38971486000.0,26.96,27.0,14279576000.0,9.88,4962290000.0,3.43,16557092000.0,11.45,3756964000.0,2.6,1944732000.0,1.35,9406246000.0,6.51,144557416000.0,100.0,9458603000.0,9644501000.0,185898000.0,-3681193000.0,397233000.0,-2964969000.0,120644000.0,3612856000.0,3612856000.0,-476477000.0,-43423000.0,0.03815564493452797
2014-11-15,3702.TW,114036280000.0,0.93,1554723000.0,1558060000.0,1558060000.0,886896000.0,119348828000.0,298401000.0,2444956000.0,16557092000.0,10.5,15184896000.0,9.63,10669510000.0,6.77,143885851000.0,91.24,41704864000.0,41644082000.0,26.41,26.45,13811184000.0,8.76,13859138000.0,8.79,16557092000.0,10.5,1259616000.0,0.8,1058875000.0,0.67,10960969000.0,6.95,157697035000.0,100.0,9458603000.0,10669510000.0,1210907000.0,-7417511000.0,221215000.0,-6295660000.0,179416000.0,5469787000.0,5469787000.0,-770276000.0,-67245000.0,-0.09619937822176933
2015-04-01,3702.TW,112017682000.0,0.82,1345869000.0,1346831000.0,1346831000.0,2067469000.0,117075758000.0,289547000.0,3414300000.0,16557092000.0,10.33,15185802000.0,9.47,11184859000.0,6.98,146245684000.0,91.21,45117682000.0,45055731000.0,28.1,28.14,14101532000.0,8.79,14993069000.0,9.35,16557092000.0,10.33,3991208000.0,2.49,983761000.0,0.61,12329076000.0,7.69,160347216000.0,100.0,9458603000.0,11184859000.0,1726256000.0,-13424195000.0,262847000.0,-11477313000.0,239793000.0,7106635000.0,7106635000.0,-1034613000.0,-103446000.0,0.15936655320284282
2015-05-16,3702.TW,103199774000.0,0.84,1397221000.0,1399045000.0,1399045000.0,-617188000.0,108014005000.0,355690000.0,781857000.0,16557092000.0,10.5,15186872000.0,9.63,9284281000.0,5.89,143732755000.0,91.13,45909027000.0,45837379000.0,29.06,29.11,13984395000.0,8.87,14066740000.0,8.92,16557092000.0,10.5,3923972000.0,2.49,367118000.0,0.23,13726297000.0,8.7,157717150000.0,100.0,11184859000.0,9284281000.0,-1900578000.0,5981154000.0,95932000.0,6237200000.0,55567000.0,1754735000.0,1754735000.0,-289866000.0,-47360000.0,-0.0906713501502046
2015-08-15,3702.TW,119077895000.0,0.71,1160984000.0,1164380000.0,1164380000.0,-934466000.0,124452633000.0,689771000.0,229914000.0,16557092000.0,9.93,15187022000.0,9.11,8500599000.0,5.1,153013808000.0,91.76,42420487000.0,41906914000.0,25.13,25.44,13738403000.0,8.24,13526511000.0,8.11,16557092000.0,9.93,4764530000.0,2.86,583681000.0,0.35,10748007000.0,6.45,166752211000.0,100.0,11184859000.0,8500599000.0,-2684260000.0,97560000.0,-142305000.0,1276315000.0,121525000.0,3608886000.0,3608886000.0,-557815000.0,-69573000.0,-0.19396671133896035
