date,stock_id,CostOfGoodsSold,EPS,EquityAttributableToOwnersOfParent_x,IncomeAfterTaxes,IncomeFromContinuingOperations,OtherComprehensiveIncome,Revenue,TAX,TotalConsolidatedProfitForThePeriod,CapitalStock,CapitalStock_per,CapitalSurplus,CapitalSurplus_per,CashAndCashEquivalents,CashAndCashEquivalents_per,CurrentAssets,CurrentAssets_per,Equity,EquityAttributableToOwnersOfParent_y,EquityAttributableToOwnersOfParent_per,Equity_per,NoncurrentAssets,NoncurrentAssets_per,NoncurrentLiabilities,NoncurrentLiabilities_per,OrdinaryShare,OrdinaryShare_per,OtherCurrentLiabilities,OtherCurrentLiabilities_per,OtherEquityInterest,OtherEquityInterest_per,RetainedEarnings,RetainedEarnings_per,TotalAssets,TotalAssets_per,CashBalancesBeginningOfPeriod,CashBalancesEndOfPeriod,CashBalancesIncrease,CashFlowsFromOperatingActivities,CashProvidedByInvestingActivities,CashReceivedThroughOperations,Depreciation,IncomeBeforeIncomeTaxFromContinuingOperations,NetIncomeBeforeTax,PayTheInterest,PropertyAndPlantAndEquipment,sharpe_ratio
2013-05-16,2376.TW,10124792000.0,0.97,607036000.0,607606000.0,607606000.0,182603000.0,12393598000.0,69765000.0,790209000.0,6261374000.0,19.44,4586277000.0,14.24,9209600000.0,28.59,25104729000.0,77.94,21102148000.0,21092781000.0,65.48,65.51,7106478000.0,22.06,480040000.0,1.49,6261374000.0,19.44,814006000.0,2.53,34779000.0,0.11,10210351000.0,31.7,32211207000.0,100.0,8737663000.0,9209600000.0,471937000.0,610044000.0,-1483759000.0,586932000.0,92659000.0,677371000.0,677371000.0,-1250000.0,-64786000.0,
2013-08-15,2376.TW,9397142000.0,0.72,454142000.0,455224000.0,455224000.0,81690000.0,11551305000.0,139492000.0,536914000.0,6262534000.0,17.63,4586704000.0,12.91,11180327000.0,31.48,27726358000.0,78.06,20388196000.0,20377747000.0,57.37,57.4,7791467000.0,21.94,441547000.0,1.24,6262534000.0,17.63,1746602000.0,4.92,116469000.0,0.33,9412040000.0,26.5,35517825000.0,100.0,8737663000.0,11180327000.0,2442664000.0,3147413000.0,-3093677000.0,3185438000.0,189568000.0,1272087000.0,1272087000.0,-5314000.0,-117908000.0,0.053109977096427174
2013-11-15,2376.TW,11226597000.0,1.44,895775000.0,896241000.0,896241000.0,-65032000.0,14095169000.0,77763000.0,831209000.0,6263234000.0,17.66,4586893000.0,12.94,8319729000.0,23.46,27747331000.0,78.25,21218570000.0,21209379000.0,59.81,59.84,7712624000.0,21.75,427387000.0,1.21,6263234000.0,17.66,718187000.0,2.03,51437000.0,0.15,10307815000.0,29.07,35459955000.0,100.0,8737663000.0,8319729000.0,-417934000.0,1990105000.0,-3918232000.0,1991948000.0,279737000.0,2246091000.0,2246091000.0,-14029000.0,-154962000.0,0.20886403769030068
2014-04-01,2376.TW,11221257000.0,0.63,398583000.0,400409000.0,400409000.0,227574000.0,13078922000.0,85857000.0,627983000.0,6265714000.0,17.9,4587562000.0,13.11,8146406000.0,23.28,27198448000.0,77.72,21849702000.0,21838685000.0,62.4,62.43,7798954000.0,22.28,466829000.0,1.33,6265714000.0,17.9,824553000.0,2.36,267119000.0,0.76,10718290000.0,30.63,34997402000.0,100.0,8737663000.0,8146406000.0,-591257000.0,1802852000.0,-3732188000.0,1770031000.0,376857000.0,2732357000.0,2732357000.0,-26109000.0,-199288000.0,0.20154376470171254
2014-05-16,2376.TW,12258482000.0,1.16,724838000.0,725268000.0,725268000.0,-46800000.0,15293131000.0,147749000.0,678468000.0,6268229000.0,17.01,4588241000.0,12.45,9145026000.0,24.82,29382829000.0,79.73,22531364000.0,22519917000.0,61.11,61.14,7468547000.0,20.27,452809000.0,1.23,6268229000.0,17.01,807062000.0,2.19,220319000.0,0.6,11443128000.0,31.05,36851376000.0,100.0,8146406000.0,9145026000.0,998620000.0,1090045000.0,187418000.0,1030096000.0,88067000.0,873017000.0,873017000.0,-8601000.0,-311290000.0,0.16596165164055843
2014-08-15,2376.TW,10278843000.0,0.78,493146000.0,493566000.0,493566000.0,-77183000.0,12468181000.0,149644000.0,416383000.0,6268229000.0,18.3,4588241000.0,13.39,8936596000.0,26.09,27380279000.0,79.93,21063730000.0,21055412000.0,61.47,61.49,6874699000.0,20.07,403919000.0,1.18,6268229000.0,18.3,2577704000.0,7.53,143136000.0,0.42,10055806000.0,29.36,34254978000.0,100.0,8146406000.0,8936596000.0,790190000.0,1418992000.0,1492508000.0,1666237000.0,181360000.0,1516227000.0,1516227000.0,-16987000.0,-341189000.0,-0.14286605028578162
2014-11-15,2376.TW,11452152000.0,1.09,683907000.0,684211000.0,684211000.0,95299000.0,13725410000.0,114748000.0,779510000.0,6268329000.0,18.75,4588260000.0,13.73,7173267000.0,21.46,26547090000.0,79.41,21851198000.0,21834737000.0,65.32,65.37,6882005000.0,20.59,411593000.0,1.23,6268329000.0,18.75,686875000.0,2.05,238435000.0,0.71,10739713000.0,32.13,33429095000.0,100.0,8146406000.0,7173267000.0,-973139000.0,1090413000.0,2322888000.0,1479429000.0,274086000.0,2315186000.0,2315186000.0,-17723000.0,-378149000.0,-0.0693513174874304
2015-04-01,2376.TW,11083827000.0,0.79,495210000.0,496760000.0,496760000.0,205760000.0,13054965000.0,132400000.0,702520000.0,6288829000.0,18.67,4592155000.0,13.63,9336355000.0,27.71,26841912000.0,79.67,22578114000.0,22560102000.0,66.96,67.01,6850714000.0,20.33,460883000.0,1.37,6288829000.0,18.67,850512000.0,2.52,435986000.0,1.29,11243132000.0,33.37,33692626000.0,100.0,8146406000.0,9336355000.0,1189949000.0,2846499000.0,2820999000.0,3220315000.0,346643000.0,2944346000.0,2944346000.0,-18478000.0,-418338000.0,0.1080880447238318
2015-05-16,2376.TW,10416470000.0,0.67,423868000.0,424271000.0,424271000.0,-88157000.0,12906752000.0,135409000.0,336114000.0,6290129000.0,18.7,4601325000.0,13.68,8336355000.0,24.78,27170324000.0,80.78,22924698000.0,22906283000.0,68.1,68.15,6465811000.0,19.22,449766000.0,1.34,6290129000.0,18.7,644377000.0,1.92,347829000.0,1.03,11667000000.0,34.69,33636135000.0,100.0,9336355000.0,8336355000.0,-1000000000.0,-505436000.0,-501338000.0,-486808000.0,97623000.0,559680000.0,559680000.0,-382000.0,-43709000.0,-0.16254319106443943
2015-08-15,2376.TW,9820096000.0,0.57,355562000.0,355589000.0,355589000.0,-107880000.0,11696777000.0,140216000.0,247709000.0,6290629000.0,18.37,4601420000.0,13.43,11493338000.0,33.56,28723148000.0,83.86,21471952000.0,21456225000.0,62.65,62.69,5527008000.0,16.14,442538000.0,1.29,6290629000.0,18.37,2360604000.0,6.89,239949000.0,0.7,10324227000.0,30.14,34250156000.0,100.0,9336355000.0,11493338000.0,2156983000.0,2628757000.0,-390968000.0,2849335000.0,194306000.0,1055485000.0,1055485000.0,-663000.0,-59941000.0,-0.14415979997244288
2015-11-15,2376.TW,11323811000.0,1.3,817678000.0,817615000.0,817615000.0,212696000.0,14003491000.0,166265000.0,1030311000.0,6290629000.0,17.96,4601420000.0,13.14,11524775000.0,32.91,29475780000.0,84.16,22502263000.0,22486599000.0,64.2,64.25,5548348000.0,15.84,475687000.0,1.36,6290629000.0,17.96,773393000.0,2.21,452645000.0,1.29,11141905000.0,31.81,35024128000.0,100.0,9336355000.0,11524775000.0,2188420000.0,2902749000.0,892224000.0,3323089000.0,289784000.0,2039365000.0,2039365000.0,-1013000.0,-106415000.0,0.14999224941496214
